"","ZIPCODE","Calls311","Shelters","Crime","TotalHomeless","TotalSheltered","TotalUnsheltered","YouthHomeless","city.x","state.x","LATITUDE.x","LONGITUDE.x","CRIME.CODE.DESCRIPTION","LOCATION","LATITUDE.y","LONGITUDE.y","city.y","state.y"
"2177",95360,NA,NA,NA,NA,NA,NA,NA,"Newman","CA",37.312,-121.0314,NA,NA,NA,NA,NA,NA
"2178",95361,NA,NA,NA,NA,NA,NA,NA,"Oakdale","CA",37.7765,-120.8476,NA,NA,NA,NA,NA,NA
"2179",95363,NA,NA,NA,NA,NA,NA,NA,"Patterson","CA",37.4775,-121.1456,NA,NA,NA,NA,NA,NA
"2180",95364,NA,NA,NA,NA,NA,NA,NA,"Pinecrest","CA",38.2753,-119.8962,NA,NA,NA,NA,NA,NA
"2181",95365,NA,NA,NA,NA,NA,NA,NA,"Planada","CA",37.2974,-120.3229,NA,NA,NA,NA,NA,NA
"2182",95366,NA,NA,NA,NA,NA,NA,NA,"Ripon","CA",37.7429,-121.1255,NA,NA,NA,NA,NA,NA
"2183",95367,NA,NA,NA,NA,NA,NA,NA,"Riverbank","CA",37.7313,-120.9437,NA,NA,NA,NA,NA,NA
"2184",95368,NA,NA,NA,NA,NA,NA,NA,"Salida","CA",37.7087,-121.0893,NA,NA,NA,NA,NA,NA
"2185",95369,NA,NA,NA,NA,NA,NA,NA,"Snelling","CA",37.5218,-120.4656,NA,NA,NA,NA,NA,NA
"2186",95370,NA,NA,NA,NA,NA,NA,NA,"Sonora","CA",37.9952,-120.3437,NA,NA,NA,NA,NA,NA
"2187",95372,NA,NA,NA,NA,NA,NA,NA,"Soulsbyville","CA",37.9919,-120.2583,NA,NA,NA,NA,NA,NA
"2188",95373,NA,NA,NA,NA,NA,NA,NA,"Standard","CA",37.9864,-120.2414,NA,NA,NA,NA,NA,NA
"2189",95374,NA,NA,NA,NA,NA,NA,NA,"Stevinson","CA",37.3226,-120.883,NA,NA,NA,NA,NA,NA
"2190",95375,NA,NA,NA,NA,NA,NA,NA,"Strawberry","CA",38.1841,-120.0213,NA,NA,NA,NA,NA,NA
"2191",95376,NA,NA,NA,NA,NA,NA,NA,"Tracy","CA",37.7284,-121.424,NA,NA,NA,NA,NA,NA
"2192",95377,NA,NA,NA,NA,NA,NA,NA,"Tracy","CA",37.7237,-121.4471,NA,NA,NA,NA,NA,NA
"2193",95378,NA,NA,NA,NA,NA,NA,NA,"Tracy","CA",37.8898,-121.2539,NA,NA,NA,NA,NA,NA
"2194",95379,NA,NA,NA,NA,NA,NA,NA,"Tuolumne","CA",37.958,-120.2297,NA,NA,NA,NA,NA,NA
"2195",95380,NA,NA,NA,NA,NA,NA,NA,"Turlock","CA",37.4886,-120.852,NA,NA,NA,NA,NA,NA
"2196",95381,NA,NA,NA,NA,NA,NA,NA,"Turlock","CA",37.604,-120.9371,NA,NA,NA,NA,NA,NA
"2197",95382,NA,NA,NA,NA,NA,NA,NA,"Turlock","CA",37.5239,-120.8516,NA,NA,NA,NA,NA,NA
"2198",95383,NA,NA,NA,NA,NA,NA,NA,"Twain Harte","CA",38.0559,-120.23,NA,NA,NA,NA,NA,NA
"2199",95385,NA,NA,NA,NA,NA,NA,NA,"Vernalis","CA",37.6098,-121.2678,NA,NA,NA,NA,NA,NA
"2200",95386,NA,NA,NA,NA,NA,NA,NA,"Waterford","CA",37.6456,-120.7381,NA,NA,NA,NA,NA,NA
"2201",95387,NA,NA,NA,NA,NA,NA,NA,"Westley","CA",37.5398,-121.247,NA,NA,NA,NA,NA,NA
"2202",95388,NA,NA,NA,NA,NA,NA,NA,"Winton","CA",37.4002,-120.6109,NA,NA,NA,NA,NA,NA
"2203",95389,NA,NA,NA,NA,NA,NA,NA,"Yosemite National Park","CA",37.6997,-119.6753,NA,NA,NA,NA,NA,NA
"2204",95390,NA,NA,NA,NA,NA,NA,NA,"Riverbank","CA",37.604,-120.9371,NA,NA,NA,NA,NA,NA
"2205",95397,NA,NA,NA,NA,NA,NA,NA,"Modesto","CA",37.604,-120.9371,NA,NA,NA,NA,NA,NA
"2206",95401,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4401,-122.7456,NA,NA,NA,NA,NA,NA
"2207",95402,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4401,-122.7106,NA,NA,NA,NA,NA,NA
"2208",95403,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4805,-122.7498,NA,NA,NA,NA,NA,NA
"2209",95404,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4576,-122.6932,NA,NA,NA,NA,NA,NA
"2210",95405,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4382,-122.6742,NA,NA,NA,NA,NA,NA
"2211",95406,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4596,-122.7157,NA,NA,NA,NA,NA,NA
"2212",95407,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.405,-122.7275,NA,NA,NA,NA,NA,NA
"2213",95408,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4631,-122.99,NA,NA,NA,NA,NA,NA
"2214",95409,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","CA",38.4606,-122.6422,NA,NA,NA,NA,NA,NA
"2215",95410,NA,NA,NA,NA,NA,NA,NA,"Albion","CA",39.2162,-123.7138,NA,NA,NA,NA,NA,NA
"2216",95412,NA,NA,NA,NA,NA,NA,NA,"Annapolis","CA",38.7178,-123.3276,NA,NA,NA,NA,NA,NA
"2217",95415,NA,NA,NA,NA,NA,NA,NA,"Boonville","CA",39.0268,-123.3862,NA,NA,NA,NA,NA,NA
"2218",95416,NA,NA,NA,NA,NA,NA,NA,"Boyes Hot Springs","CA",38.4631,-122.99,NA,NA,NA,NA,NA,NA
"2219",95417,NA,NA,NA,NA,NA,NA,NA,"Branscomb","CA",39.6702,-123.6442,NA,NA,NA,NA,NA,NA
"2220",95418,NA,NA,NA,NA,NA,NA,NA,"Calpella","CA",39.2133,-123.2771,NA,NA,NA,NA,NA,NA
"2221",95419,NA,NA,NA,NA,NA,NA,NA,"Camp Meeker","CA",38.4246,-122.9607,NA,NA,NA,NA,NA,NA
"2222",95420,NA,NA,NA,NA,NA,NA,NA,"Caspar","CA",39.3654,-123.8047,NA,NA,NA,NA,NA,NA
"2223",95421,NA,NA,NA,NA,NA,NA,NA,"Cazadero","CA",38.5628,-123.1679,NA,NA,NA,NA,NA,NA
"2224",95422,NA,NA,NA,NA,NA,NA,NA,"Clearlake","CA",38.9562,-122.6352,NA,NA,NA,NA,NA,NA
"2225",95423,NA,NA,NA,NA,NA,NA,NA,"Clearlake Oaks","CA",39.0372,-122.6545,NA,NA,NA,NA,NA,NA
"2226",95424,NA,NA,NA,NA,NA,NA,NA,"Clearlake Park","CA",38.9715,-122.6642,NA,NA,NA,NA,NA,NA
"2227",95425,NA,NA,NA,NA,NA,NA,NA,"Cloverdale","CA",38.7957,-122.997,NA,NA,NA,NA,NA,NA
"2228",95426,NA,NA,NA,NA,NA,NA,NA,"Cobb","CA",38.8351,-122.7223,NA,NA,NA,NA,NA,NA
"2229",95427,NA,NA,NA,NA,NA,NA,NA,"Comptche","CA",39.2409,-123.5477,NA,NA,NA,NA,NA,NA
"2230",95428,NA,NA,NA,NA,NA,NA,NA,"Covelo","CA",39.8258,-123.2303,NA,NA,NA,NA,NA,NA
"2231",95429,NA,NA,NA,NA,NA,NA,NA,"Dos Rios","CA",39.7612,-123.3355,NA,NA,NA,NA,NA,NA
"2232",95430,NA,NA,NA,NA,NA,NA,NA,"Duncans Mills","CA",38.4493,-123.055,NA,NA,NA,NA,NA,NA
"2233",95431,NA,NA,NA,NA,NA,NA,NA,"Eldridge","CA",38.3479,-122.5175,NA,NA,NA,NA,NA,NA
"2234",95432,NA,NA,NA,NA,NA,NA,NA,"Elk","CA",39.1039,-123.6462,NA,NA,NA,NA,NA,NA
"2235",95433,NA,NA,NA,NA,NA,NA,NA,"El Verano","CA",38.3139,-122.5131,NA,NA,NA,NA,NA,NA
"2236",95435,NA,NA,NA,NA,NA,NA,NA,"Finley","CA",39.0069,-122.8596,NA,NA,NA,NA,NA,NA
"2237",95436,NA,NA,NA,NA,NA,NA,NA,"Forestville","CA",38.4959,-122.9064,NA,NA,NA,NA,NA,NA
"2238",95437,NA,NA,NA,NA,NA,NA,NA,"Fort Bragg","CA",39.437,-123.7609,NA,NA,NA,NA,NA,NA
"2239",95439,NA,NA,NA,NA,NA,NA,NA,"Fulton","CA",38.4946,-122.7723,NA,NA,NA,NA,NA,NA
"2240",95441,NA,NA,NA,NA,NA,NA,NA,"Geyserville","CA",38.7102,-122.957,NA,NA,NA,NA,NA,NA
"2241",95442,NA,NA,NA,NA,NA,NA,NA,"Glen Ellen","CA",38.3679,-122.5247,NA,NA,NA,NA,NA,NA
"2242",95443,NA,NA,NA,NA,NA,NA,NA,"Glenhaven","CA",39.0328,-122.7408,NA,NA,NA,NA,NA,NA
"2243",95444,NA,NA,NA,NA,NA,NA,NA,"Graton","CA",38.4347,-122.8689,NA,NA,NA,NA,NA,NA
"2244",95445,NA,NA,NA,NA,NA,NA,NA,"Gualala","CA",38.8134,-123.5576,NA,NA,NA,NA,NA,NA
"2245",95446,NA,NA,NA,NA,NA,NA,NA,"Guerneville","CA",38.5097,-123.0008,NA,NA,NA,NA,NA,NA
"2246",95448,NA,NA,NA,NA,NA,NA,NA,"Healdsburg","CA",38.6141,-122.8763,NA,NA,NA,NA,NA,NA
"2247",95449,NA,NA,NA,NA,NA,NA,NA,"Hopland","CA",38.9551,-123.0813,NA,NA,NA,NA,NA,NA
"2248",95450,NA,NA,NA,NA,NA,NA,NA,"Jenner","CA",38.5062,-123.2294,NA,NA,NA,NA,NA,NA
"2249",95451,NA,NA,NA,NA,NA,NA,NA,"Kelseyville","CA",38.9397,-122.7855,NA,NA,NA,NA,NA,NA
"2250",95452,NA,NA,NA,NA,NA,NA,NA,"Kenwood","CA",38.4141,-122.5467,NA,NA,NA,NA,NA,NA
"2251",95453,NA,NA,NA,NA,NA,NA,NA,"Lakeport","CA",39.0517,-122.9207,NA,NA,NA,NA,NA,NA
"2252",95454,NA,NA,NA,NA,NA,NA,NA,"Laytonville","CA",39.7456,-123.5223,NA,NA,NA,NA,NA,NA
"2253",95456,NA,NA,NA,NA,NA,NA,NA,"Littleriver","CA",39.2688,-123.7557,NA,NA,NA,NA,NA,NA
"2254",95457,NA,NA,NA,NA,NA,NA,NA,"Lower Lake","CA",38.9114,-122.599,NA,NA,NA,NA,NA,NA
"2255",95458,NA,NA,NA,NA,NA,NA,NA,"Lucerne","CA",39.0904,-122.7897,NA,NA,NA,NA,NA,NA
"2256",95459,NA,NA,NA,NA,NA,NA,NA,"Manchester","CA",38.9964,-123.6647,NA,NA,NA,NA,NA,NA
"2257",95460,NA,NA,NA,NA,NA,NA,NA,"Mendocino","CA",39.3119,-123.7917,NA,NA,NA,NA,NA,NA
"2258",95461,NA,NA,NA,NA,NA,NA,NA,"Middletown","CA",38.7911,-122.6107,NA,NA,NA,NA,NA,NA
"2259",95462,NA,NA,NA,NA,NA,NA,NA,"Monte Rio","CA",38.4714,-123.0147,NA,NA,NA,NA,NA,NA
"2260",95463,NA,NA,NA,NA,NA,NA,NA,"Navarro","CA",39.1733,-123.5508,NA,NA,NA,NA,NA,NA
"2261",95464,NA,NA,NA,NA,NA,NA,NA,"Nice","CA",39.1256,-122.8465,NA,NA,NA,NA,NA,NA
"2262",95465,NA,NA,NA,NA,NA,NA,NA,"Occidental","CA",38.41,-122.9835,NA,NA,NA,NA,NA,NA
"2263",95466,NA,NA,NA,NA,NA,NA,NA,"Philo","CA",39.0893,-123.5019,NA,NA,NA,NA,NA,NA
"2264",95468,NA,NA,NA,NA,NA,NA,NA,"Point Arena","CA",38.8984,-123.6575,NA,NA,NA,NA,NA,NA
"2265",95469,NA,NA,NA,NA,NA,NA,NA,"Potter Valley","CA",39.383,-123.0786,NA,NA,NA,NA,NA,NA
"2266",95470,NA,NA,NA,NA,NA,NA,NA,"Redwood Valley","CA",39.2858,-123.2206,NA,NA,NA,NA,NA,NA
"2267",95471,NA,NA,NA,NA,NA,NA,NA,"Rio Nido","CA",38.5225,-122.9797,NA,NA,NA,NA,NA,NA
"2268",95472,NA,NA,NA,NA,NA,NA,NA,"Sebastopol","CA",38.3933,-122.8367,NA,NA,NA,NA,NA,NA
"2269",95473,NA,NA,NA,NA,NA,NA,NA,"Sebastopol","CA",38.3259,-122.5058,NA,NA,NA,NA,NA,NA
"2270",95476,NA,NA,NA,NA,NA,NA,NA,"Sonoma","CA",38.2771,-122.4706,NA,NA,NA,NA,NA,NA
"2271",95480,NA,NA,NA,NA,NA,NA,NA,"Stewarts Point","CA",38.6547,-123.3999,NA,NA,NA,NA,NA,NA
"2272",95481,NA,NA,NA,NA,NA,NA,NA,"Talmage","CA",39.1319,-123.1622,NA,NA,NA,NA,NA,NA
"2273",95482,NA,NA,NA,NA,NA,NA,NA,"Ukiah","CA",39.1549,-123.2009,NA,NA,NA,NA,NA,NA
"2274",95485,NA,NA,NA,NA,NA,NA,NA,"Upper Lake","CA",39.1724,-122.9047,NA,NA,NA,NA,NA,NA
"2275",95486,NA,NA,NA,NA,NA,NA,NA,"Villa Grande","CA",38.4645,-123.038,NA,NA,NA,NA,NA,NA
"2276",95487,NA,NA,NA,NA,NA,NA,NA,"Vineburg","CA",38.4631,-122.99,NA,NA,NA,NA,NA,NA
"2277",95488,NA,NA,NA,NA,NA,NA,NA,"Westport","CA",39.7271,-123.7924,NA,NA,NA,NA,NA,NA
"2278",95490,NA,NA,NA,NA,NA,NA,NA,"Willits","CA",39.4517,-123.3729,NA,NA,NA,NA,NA,NA
"2279",95492,NA,NA,NA,NA,NA,NA,NA,"Windsor","CA",38.5449,-122.8079,NA,NA,NA,NA,NA,NA
"2280",95493,NA,NA,NA,NA,NA,NA,NA,"Witter Springs","CA",39.1961,-122.9665,NA,NA,NA,NA,NA,NA
"2281",95494,NA,NA,NA,NA,NA,NA,NA,"Yorkville","CA",38.9162,-123.2651,NA,NA,NA,NA,NA,NA
"2282",95497,NA,NA,NA,NA,NA,NA,NA,"The Sea Ranch","CA",38.7256,-123.4763,NA,NA,NA,NA,NA,NA
"2283",95501,NA,NA,NA,NA,NA,NA,NA,"Eureka","CA",40.7937,-124.161,NA,NA,NA,NA,NA,NA
"2284",95502,NA,NA,NA,NA,NA,NA,NA,"Eureka","CA",40.8146,-124.0805,NA,NA,NA,NA,NA,NA
"2285",95503,NA,NA,NA,NA,NA,NA,NA,"Eureka","CA",40.7571,-124.1513,NA,NA,NA,NA,NA,NA
"2286",95511,NA,NA,NA,NA,NA,NA,NA,"Alderpoint","CA",40.1695,-123.6022,NA,NA,NA,NA,NA,NA
"2287",95514,NA,NA,NA,NA,NA,NA,NA,"Blocksburg","CA",40.3258,-123.6927,NA,NA,NA,NA,NA,NA
"2288",95517,NA,NA,NA,NA,NA,NA,NA,"Diamond Springs","CA",38.6928,-120.8188,NA,NA,NA,NA,NA,NA
"2289",95518,NA,NA,NA,NA,NA,NA,NA,"Arcata","CA",40.8814,-123.9842,NA,NA,NA,NA,NA,NA
"2290",95519,NA,NA,NA,NA,NA,NA,NA,"Mckinleyville","CA",40.9635,-124.0729,NA,NA,NA,NA,NA,NA
"2291",95521,NA,NA,NA,NA,NA,NA,NA,"Arcata","CA",40.8675,-124.0752,NA,NA,NA,NA,NA,NA
"2292",95522,NA,NA,NA,NA,NA,NA,NA,"Arcata","CA",40.8783,-124.0757,NA,NA,NA,NA,NA,NA
"2293",95524,NA,NA,NA,NA,NA,NA,NA,"Bayside","CA",40.8229,-124.0671,NA,NA,NA,NA,NA,NA
"2294",95525,NA,NA,NA,NA,NA,NA,NA,"Blue Lake","CA",40.9074,-123.8835,NA,NA,NA,NA,NA,NA
"2295",95526,NA,NA,NA,NA,NA,NA,NA,"Bridgeville","CA",40.4134,-123.5327,NA,NA,NA,NA,NA,NA
"2296",95527,NA,NA,NA,NA,NA,NA,NA,"Burnt Ranch","CA",40.8773,-123.4566,NA,NA,NA,NA,NA,NA
"2297",95528,NA,NA,NA,NA,NA,NA,NA,"Carlotta","CA",40.4899,-123.9713,NA,NA,NA,NA,NA,NA
"2298",95531,NA,NA,NA,NA,NA,NA,NA,"Crescent City","CA",41.7827,-124.167,NA,NA,NA,NA,NA,NA
"2299",95532,NA,NA,NA,NA,NA,NA,NA,"Crescent City","CA",41.853,-124.1572,NA,NA,NA,NA,NA,NA
"2300",95534,NA,NA,NA,NA,NA,NA,NA,"Cutten","CA",40.7336,-123.944,NA,NA,NA,NA,NA,NA
"2301",95536,NA,NA,NA,NA,NA,NA,NA,"Ferndale","CA",40.5614,-124.2578,NA,NA,NA,NA,NA,NA
"2302",95537,NA,NA,NA,NA,NA,NA,NA,"Fields Landing","CA",40.7254,-124.217,NA,NA,NA,NA,NA,NA
"2303",95538,NA,NA,NA,NA,NA,NA,NA,"Fort Dick","CA",41.8925,-124.1457,NA,NA,NA,NA,NA,NA
"2304",95540,NA,NA,NA,NA,NA,NA,NA,"Fortuna","CA",40.5835,-124.1437,NA,NA,NA,NA,NA,NA
"2305",95542,NA,NA,NA,NA,NA,NA,NA,"Garberville","CA",40.0985,-123.8065,NA,NA,NA,NA,NA,NA
"2306",95543,NA,NA,NA,NA,NA,NA,NA,"Gasquet","CA",41.8886,-123.8008,NA,NA,NA,NA,NA,NA
"2307",95545,NA,NA,NA,NA,NA,NA,NA,"Honeydew","CA",40.2814,-124.09,NA,NA,NA,NA,NA,NA
"2308",95546,NA,NA,NA,NA,NA,NA,NA,"Hoopa","CA",41.1615,-123.7244,NA,NA,NA,NA,NA,NA
"2309",95547,NA,NA,NA,NA,NA,NA,NA,"Hydesville","CA",40.5462,-124.0841,NA,NA,NA,NA,NA,NA
"2310",95548,NA,NA,NA,NA,NA,NA,NA,"Klamath","CA",41.5182,-124.0308,NA,NA,NA,NA,NA,NA
"2311",95549,NA,NA,NA,NA,NA,NA,NA,"Kneeland","CA",40.6916,-123.8719,NA,NA,NA,NA,NA,NA
"2312",95550,NA,NA,NA,NA,NA,NA,NA,"Korbel","CA",40.7666,-123.8349,NA,NA,NA,NA,NA,NA
"2313",95551,NA,NA,NA,NA,NA,NA,NA,"Loleta","CA",40.6598,-124.2215,NA,NA,NA,NA,NA,NA
"2314",95552,NA,NA,NA,NA,NA,NA,NA,"Mad River","CA",40.3905,-123.4131,NA,NA,NA,NA,NA,NA
"2315",95553,NA,NA,NA,NA,NA,NA,NA,"Miranda","CA",40.2108,-123.8645,NA,NA,NA,NA,NA,NA
"2316",95554,NA,NA,NA,NA,NA,NA,NA,"Myers Flat","CA",40.2959,-123.779,NA,NA,NA,NA,NA,NA
"2317",95555,NA,NA,NA,NA,NA,NA,NA,"Orick","CA",41.2961,-124.0535,NA,NA,NA,NA,NA,NA
"2318",95556,NA,NA,NA,NA,NA,NA,NA,"Orleans","CA",41.3006,-123.5441,NA,NA,NA,NA,NA,NA
"2319",95558,NA,NA,NA,NA,NA,NA,NA,"Petrolia","CA",40.273,-124.2149,NA,NA,NA,NA,NA,NA
"2320",95559,NA,NA,NA,NA,NA,NA,NA,"Phillipsville","CA",40.1961,-123.7732,NA,NA,NA,NA,NA,NA
"2321",95560,NA,NA,NA,NA,NA,NA,NA,"Redway","CA",40.1314,-123.8586,NA,NA,NA,NA,NA,NA
"2322",95562,NA,NA,NA,NA,NA,NA,NA,"Rio Dell","CA",40.4948,-124.1164,NA,NA,NA,NA,NA,NA
"2323",95563,NA,NA,NA,NA,NA,NA,NA,"Salyer","CA",40.892,-123.5615,NA,NA,NA,NA,NA,NA
"2324",95564,NA,NA,NA,NA,NA,NA,NA,"Samoa","CA",40.7935,-124.1993,NA,NA,NA,NA,NA,NA
"2325",95565,NA,NA,NA,NA,NA,NA,NA,"Scotia","CA",40.46,-124.0606,NA,NA,NA,NA,NA,NA
"2326",95567,NA,NA,NA,NA,NA,NA,NA,"Smith River","CA",41.9497,-124.151,NA,NA,NA,NA,NA,NA
"2327",95568,NA,NA,NA,NA,NA,NA,NA,"Somes Bar","CA",41.4552,-123.4767,NA,NA,NA,NA,NA,NA
"2328",95569,NA,NA,NA,NA,NA,NA,NA,"Redcrest","CA",40.3598,-123.8711,NA,NA,NA,NA,NA,NA
"2329",95570,NA,NA,NA,NA,NA,NA,NA,"Trinidad","CA",41.0817,-124.1311,NA,NA,NA,NA,NA,NA
"2330",95571,NA,NA,NA,NA,NA,NA,NA,"Weott","CA",40.3227,-123.9237,NA,NA,NA,NA,NA,NA
"2331",95573,NA,NA,NA,NA,NA,NA,NA,"Willow Creek","CA",40.945,-123.6581,NA,NA,NA,NA,NA,NA
"2332",95585,NA,NA,NA,NA,NA,NA,NA,"Leggett","CA",39.8603,-123.7169,NA,NA,NA,NA,NA,NA
"2333",95587,NA,NA,NA,NA,NA,NA,NA,"Piercy","CA",39.9627,-123.7447,NA,NA,NA,NA,NA,NA
"2334",95589,NA,NA,NA,NA,NA,NA,NA,"Whitethorn","CA",40.0333,-124.0238,NA,NA,NA,NA,NA,NA
"2335",95592,NA,NA,NA,NA,NA,NA,NA,"Vallejo","CA",38.0987,-122.2713,NA,NA,NA,NA,NA,NA
"2336",95595,NA,NA,NA,NA,NA,NA,NA,"Zenia","CA",40.2025,-123.4665,NA,NA,NA,NA,NA,NA
"2337",95601,NA,NA,NA,NA,NA,NA,NA,"Amador City","CA",38.4266,-120.8275,NA,NA,NA,NA,NA,NA
"2338",95602,NA,NA,NA,NA,NA,NA,NA,"Auburn","CA",38.9768,-121.0914,NA,NA,NA,NA,NA,NA
"2339",95603,NA,NA,NA,NA,NA,NA,NA,"Auburn","CA",38.9096,-121.0797,NA,NA,NA,NA,NA,NA
"2340",95604,NA,NA,NA,NA,NA,NA,NA,"Auburn","CA",39.1063,-120.536,NA,NA,NA,NA,NA,NA
"2341",95605,NA,NA,NA,NA,NA,NA,NA,"West Sacramento","CA",38.5922,-121.5281,NA,NA,NA,NA,NA,NA
"2342",95606,NA,NA,NA,NA,NA,NA,NA,"Brooks","CA",38.8573,-122.2149,NA,NA,NA,NA,NA,NA
"2343",95607,NA,NA,NA,NA,NA,NA,NA,"Capay","CA",38.7067,-122.125,NA,NA,NA,NA,NA,NA
"2344",95608,NA,NA,NA,NA,NA,NA,NA,"Carmichael","CA",38.6284,-121.327,NA,NA,NA,NA,NA,NA
"2345",95609,NA,NA,NA,NA,NA,NA,NA,"Carmichael","CA",38.6503,-121.3272,NA,NA,NA,NA,NA,NA
"2346",95610,NA,NA,NA,NA,NA,NA,NA,"Citrus Heights","CA",38.6969,-121.2713,NA,NA,NA,NA,NA,NA
"2347",95611,NA,NA,NA,NA,NA,NA,NA,"Citrus Heights","CA",38.3774,-121.4444,NA,NA,NA,NA,NA,NA
"2348",95612,NA,NA,NA,NA,NA,NA,NA,"Clarksburg","CA",38.3834,-121.5782,NA,NA,NA,NA,NA,NA
"2349",95613,NA,NA,NA,NA,NA,NA,NA,"Coloma","CA",38.7983,-120.8858,NA,NA,NA,NA,NA,NA
"2350",95614,NA,NA,NA,NA,NA,NA,NA,"Cool","CA",38.8803,-120.9743,NA,NA,NA,NA,NA,NA
"2351",95615,NA,NA,NA,NA,NA,NA,NA,"Courtland","CA",38.3336,-121.5485,NA,NA,NA,NA,NA,NA
"2352",95616,NA,NA,NA,NA,NA,NA,NA,"Davis","CA",38.5493,-121.7366,NA,NA,NA,NA,NA,NA
"2353",95617,NA,NA,NA,NA,NA,NA,NA,"Davis","CA",38.6195,-121.9615,NA,NA,NA,NA,NA,NA
"2354",95618,NA,NA,NA,NA,NA,NA,NA,"El Macero","CA",38.5463,-121.6868,NA,NA,NA,NA,NA,NA
"2355",95619,NA,NA,NA,NA,NA,NA,NA,"Diamond Springs","CA",38.6891,-120.8207,NA,NA,NA,NA,NA,NA
"2356",95620,NA,NA,NA,NA,NA,NA,NA,"Dixon","CA",38.4272,-121.8135,NA,NA,NA,NA,NA,NA
"2357",95621,NA,NA,NA,NA,NA,NA,NA,"Citrus Heights","CA",38.6953,-121.3081,NA,NA,NA,NA,NA,NA
"2358",95623,NA,NA,NA,NA,NA,NA,NA,"El Dorado","CA",38.6396,-120.8456,NA,NA,NA,NA,NA,NA
"2359",95624,NA,NA,NA,NA,NA,NA,NA,"Elk Grove","CA",38.4211,-121.3606,NA,NA,NA,NA,NA,NA
"2360",95625,NA,NA,NA,NA,NA,NA,NA,"Elmira","CA",38.3501,-121.908,NA,NA,NA,NA,NA,NA
"2361",95626,NA,NA,NA,NA,NA,NA,NA,"Elverta","CA",38.7275,-121.4543,NA,NA,NA,NA,NA,NA
"2362",95627,NA,NA,NA,NA,NA,NA,NA,"Esparto","CA",38.7441,-121.9993,NA,NA,NA,NA,NA,NA
"2363",95628,NA,NA,NA,NA,NA,NA,NA,"Fair Oaks","CA",38.6548,-121.2653,NA,NA,NA,NA,NA,NA
"2364",95629,NA,NA,NA,NA,NA,NA,NA,"Fiddletown","CA",38.5276,-120.6929,NA,NA,NA,NA,NA,NA
"2365",95630,NA,NA,NA,NA,NA,NA,NA,"Folsom","CA",38.6721,-121.1578,NA,NA,NA,NA,NA,NA
"2366",95631,NA,NA,NA,NA,NA,NA,NA,"Foresthill","CA",39.0333,-120.8217,NA,NA,NA,NA,NA,NA
"2367",95632,NA,NA,NA,NA,NA,NA,NA,"Galt","CA",38.2675,-121.2972,NA,NA,NA,NA,NA,NA
"2368",95633,NA,NA,NA,NA,NA,NA,NA,"Garden Valley","CA",38.8398,-120.8288,NA,NA,NA,NA,NA,NA
"2369",95634,NA,NA,NA,NA,NA,NA,NA,"Georgetown","CA",38.9302,-120.7856,NA,NA,NA,NA,NA,NA
"2370",95635,NA,NA,NA,NA,NA,NA,NA,"Greenwood","CA",38.9196,-120.9041,NA,NA,NA,NA,NA,NA
"2371",95636,NA,NA,NA,NA,NA,NA,NA,"Grizzly Flats","CA",38.6348,-120.5335,NA,NA,NA,NA,NA,NA
"2372",95637,NA,NA,NA,NA,NA,NA,NA,"Guinda","CA",38.8305,-122.1994,NA,NA,NA,NA,NA,NA
"2373",95638,NA,NA,NA,NA,NA,NA,NA,"Herald","CA",38.3177,-121.1617,NA,NA,NA,NA,NA,NA
"2374",95639,NA,NA,NA,NA,NA,NA,NA,"Hood","CA",38.3673,-121.5149,NA,NA,NA,NA,NA,NA
"2375",95640,NA,NA,NA,NA,NA,NA,NA,"Ione","CA",38.3461,-120.9452,NA,NA,NA,NA,NA,NA
"2376",95641,NA,NA,NA,NA,NA,NA,NA,"Isleton","CA",38.1618,-121.6043,NA,NA,NA,NA,NA,NA
"2377",95642,NA,NA,NA,NA,NA,NA,NA,"Jackson","CA",38.3598,-120.7532,NA,NA,NA,NA,NA,NA
"2378",95644,NA,NA,NA,NA,NA,NA,NA,"Kit Carson","CA",38.4633,-120.55,NA,NA,NA,NA,NA,NA
"2379",95645,NA,NA,NA,NA,NA,NA,NA,"Knights Landing","CA",38.8512,-121.7335,NA,NA,NA,NA,NA,NA
"2380",95646,NA,NA,NA,NA,NA,NA,NA,"Kirkwood","CA",38.6883,-120.0552,NA,NA,NA,NA,NA,NA
"2381",95648,NA,NA,NA,NA,NA,NA,NA,"Lincoln","CA",38.9029,-121.298,NA,NA,NA,NA,NA,NA
"2382",95650,NA,NA,NA,NA,NA,NA,NA,"Loomis","CA",38.8175,-121.1723,NA,NA,NA,NA,NA,NA
"2383",95651,NA,NA,NA,NA,NA,NA,NA,"Lotus","CA",38.8174,-120.9221,NA,NA,NA,NA,NA,NA
