LURN_SAK,INCIDENT_DATE,CATEGORY,STAT,STAT_DESC,ADDRESS,STREET,CITY,ZIPCODE,X_COORDINATE,Y_COORDINATE,INCIDENT_ID,REPORTING_DISTRICT,SEQ,UNIT_ID,UNIT_NAME,DELETED
18369306,10/18/2017 1:00,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","14900 S ATLANTIC AVE, EAST RANCHO DOMINGUEZ, CA",14900 S ATLANTIC AVE,EAST RANCHO DOMINGUEZ,,6503021.442,1785018.139,017-13719-2851,2851,13719,CA0190042,COMPTON,N
18369395,10/18/2017 6:39,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","5600 & BAUCHET ST, LOS ANGELES, CA 90012",5600 & BAUCHET ST,LOS ANGELES,90012,6491552.344,1844031.951,017-02478-5100,5100,2478,CA0190058,MCJ,N
18370101,10/18/2017 9:00,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","12000 S AVALON BLVD, LOS ANGELES, CA 90061",12000 S AVALON BLVD,LOS ANGELES,90061,6481146.27,1794537.897,017-80445-2140,2140,80445,CA01900V3,CENTURY,N
18369689,10/18/2017 11:40,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","3800 CITY TERRACE DR, LOS ANGELES, CA",3800 CITY TERRACE DR,LOS ANGELES,,6506466.609,1842693.854,017-15692-0272,272,15692,CA0190002,EAST LOS ANGELES,N
18369909,10/18/2017 14:50,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","8800 S VERMONT AVE, LOS ANGELES, CA 90044",8800 S VERMONT AVE,LOS ANGELES,90044,6473093.815,1807142.848,017-09675-0370,370,9675,CA0190003,SOUTH LOS ANGELES,N
18371347,10/18/2017 16:00,AGGRAVATED ASSAULT,59,"ASSAULT, AGGRAVATED: CHILD ASSAULT","300 VIRGINIA ST, LYNWOOD, CA 90262",300 VIRGINIA ST,LYNWOOD,90262,,,017-16297-2117,2117,16297,CA01900V3,CENTURY,N
18370054,10/18/2017 16:20,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","37500 DAYBREAK ST, PALMDALE, CA 93550",37500 DAYBREAK ST,PALMDALE,93550,6543030.404,2027924.788,017-15256-2608,2608,15256,CA01900W9,PALMDALE,N
18370398,10/18/2017 18:00,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","17600 THORNLAKE AVE, ARTESIA, CA 90701",17600 THORNLAKE AVE,ARTESIA,90701,6540024.479,1775437.37,017-22296-1348,1348,22296,CA0190013,LAKEWOOD,N
18370317,10/18/2017 19:50,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","11600 WILLOWBROOK AVE, LOS ANGELES, CA 90059",11600 WILLOWBROOK AVE,LOS ANGELES,90059,6489729.815,1796107.231,017-03196-6014,6014,3196,CA0190031,TRANSIT SERV BUR,N
18370308,10/18/2017 20:15,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","43500 17TH ST W, LANCASTER, CA",43500 17TH ST W,LANCASTER,,6513297.24,2067676.76,017-20345-1126,1126,20345,CA0190024,LANCASTER,N
18370383,10/18/2017 20:20,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.",,,,,,,017-04319-5800,5800,4319,CA01900U2,TTCF,N
18370225,10/18/2017 20:30,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","4800 FIR ST, PICO RIVERA, CA 90660",4800 FIR ST,PICO RIVERA,90660,6533887.608,1824949.908,017-08053-1510,1510,8053,CA0190015,PICO RIVERA,N
18369307,10/18/2017 21:00,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","6500 SAN JUAN ST, PARAMOUNT, CA",6500 SAN JUAN ST,PARAMOUNT,,6506052.653,1786460.429,017-22228-1363,1363,22228,CA0190013,LAKEWOOD,N
18370456,10/18/2017 23:45,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","800 SANDIA AVE, LA PUENTE, CA",800 SANDIA AVE,LA PUENTE,,6570842.369,1839820.083,017-12885-1430,1430,12885,CA0190014,INDUSTRY,N
18370478,10/19/2017 2:30,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","221ST ST & BELSHIRE AVE, HAWAIIAN GARDENS, CA 90716",221ST ST & BELSHIRE AVE,HAWAIIAN GARDENS,90716,6540473.014,1759673.172,017-22302-1351,1351,22302,CA0190013,LAKEWOOD,N
18370484,10/19/2017 2:30,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","1200 N LAUREL AVE, WEST HOLLYWOOD, CA",1200 N LAUREL AVE,WEST HOLLYWOOD,,6451201.861,1856451.45,017-05691-0975,975,5691,CA0190009,WEST HOLLYWOOD,N
18370451,10/19/2017 2:40,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","3300 TECUMESEH AVE, LYNWOOD, CA 90262",3300 TECUMESEH AVE,LYNWOOD,90262,6497073.385,1799894.33,017-16254-2112,2112,16254,CA01900V3,CENTURY,N
18370549,10/19/2017 7:00,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","MYRRH ST & TAMARIND AVE, COMPTON, CA",MYRRH ST & TAMARIND AVE,COMPTON,,6494357.884,1783291.464,017-13766-2840,2840,13766,CA0190042,COMPTON,N
18370580,10/19/2017 7:10,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","1300 E 90TH ST, LOS ANGELES, CA 90002",1300 E 90TH ST,LOS ANGELES,90002,6485873.439,1806139.168,017-16263-2176,2176,16263,CA01900V3,CENTURY,N
18370994,10/19/2017 11:00,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","9300 S HOOPER AVE, LOS ANGELES, CA 90002",9300 S HOOPER AVE,LOS ANGELES,90002,6484572.739,1804840.284,017-16283-2176,2176,16283,CA01900V3,CENTURY,N
18370929,10/19/2017 11:50,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","4800 E SAN LUIS ST, EAST RANCHO DOMINGUEZ, CA",4800 E SAN LUIS ST,EAST RANCHO DOMINGUEZ,,6504248.678,1784918.005,017-13791-2851,2851,13791,CA0190042,COMPTON,N
18379383,10/19/2017 12:00,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","15200 WOODCREST DR, WHITTIER, CA 90605",15200 WOODCREST DR,WHITTIER,90605,6560308.97,1796080.379,017-15574-0497,497,15574,CA0190004,NORWALK,N
18371090,10/19/2017 14:15,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1400 64TH ST, LOS ANGELES, CA 90001",1400 64TH ST,LOS ANGELES,90001,6486182.069,1815735.152,017-16292-2170,2170,16292,CA01900V3,CENTURY,N
18371162,10/19/2017 15:29,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","GARVEY AVE & MUSCATEL AVE, ROSEMEAD, CA 91770",GARVEY AVE & MUSCATEL AVE,ROSEMEAD,91770,6538284.461,1845201.618,017-12060-0534,534,12060,CA0190005,TEMPLE,N
18371213,10/19/2017 16:00,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","27000 CROSSGLADE AVE, CANYON COUNTRY, CA",27000 CROSSGLADE AVE,CANYON COUNTRY,,6420722.388,1973150.452,017-14817-0612,612,14817,CA0190006,SANTA CLARITA VALLEY,N
18371335,10/19/2017 16:20,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","600 EUCLID AVE, MONROVIA, CA 91016",600 EUCLID AVE,MONROVIA,91016,6564290.928,1869169.765,017-12073-0583,583,12073,CA0190005,TEMPLE,N
18371295,10/19/2017 17:00,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","171ST ST E & PARK VALLEY AVE, LANCASTER, CA",171ST ST E & PARK VALLEY AVE,LANCASTER,,6614079.5,2045458.625,017-20406-1137,1137,20406,CA0190024,LANCASTER,N
18371253,10/19/2017 17:20,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","7200 EXETER ST, PARAMOUNT, CA 90723",7200 EXETER ST,PARAMOUNT,90723,6509348.951,1786208.361,017-22357-1364,1364,22357,CA0190013,LAKEWOOD,N
18371308,10/19/2017 17:25,AGGRAVATED ASSAULT,57,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON","29300 THE OLD ROAD, CASTAIC, CA 91384",29300 THE OLD ROAD,CASTAIC,91384,6376754.88,1987000.852,017-00700-5610,5610,700,CA0190082,PDC-SOUTH,N
18371383,10/19/2017 17:45,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","4900 DURFEE AVE, PICO RIVERA, CA 90660",4900 DURFEE AVE,PICO RIVERA,90660,6537860.996,1822490.97,017-08082-1512,1512,8082,CA0190015,PICO RIVERA,N
18371442,10/19/2017 19:40,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","120TH ST & WILMINGTON AVE, LOS ANGELES, CA 90059",120TH ST & WILMINGTON AVE,LOS ANGELES,90059,6489168.867,1794560.263,017-16299-2136,2136,16299,CA01900V3,CENTURY,N
18371483,10/19/2017 20:00,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","800 E DOMINGUEZ ST, CARSON, CA",800 E DOMINGUEZ ST,CARSON,,6482756.506,1764256.759,017-11653-1620,1620,11653,CA0190016,CARSON,N
18375349,10/19/2017 21:30,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","38600 15TH ST E, PALMDALE, CA 93550",38600 15TH ST E,PALMDALE,93550,6530761.025,2034705.84,017-15522-2610,2610,15522,CA01900W9,PALMDALE,N
18378413,10/19/2017 22:00,AGGRAVATED ASSAULT,59,"ASSAULT, AGGRAVATED: CHILD ASSAULT","3600 VIRGINIA ST, LYNWOOD, CA",3600 VIRGINIA ST,LYNWOOD,,6499082.503,1793009.673,017-16698-2117,2117,16698,CA01900V3,CENTURY,N
18371617,10/20/2017 1:50,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","89TH ST & BUDLONG AVE, LOS ANGELES, CA 90044",89TH ST & BUDLONG AVE,LOS ANGELES,90044,6471939.599,1806826.286,017-09716-0370,370,9716,CA0190003,SOUTH LOS ANGELES,N
18371650,10/20/2017 2:15,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","2000 HACIENDA BLVD, HACIENDA HEIGHTS, CA",2000 HACIENDA BLVD,HACIENDA HEIGHTS,,6571308.046,1821169.52,017-12949-1476,1476,12949,CA0190014,INDUSTRY,N
18371643,10/20/2017 2:21,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","3600 W HIDDEN LN, ROLLING HILLS ESTATES, CA",3600 W HIDDEN LN,ROLLING HILLS ESTATES,,6457440.976,1744740.391,017-04079-1753,1753,4079,CA0190017,LOMITA,N
18371962,10/20/2017 11:30,AGGRAVATED ASSAULT,59,"ASSAULT, AGGRAVATED: CHILD ASSAULT","900 S RECORD AVE, LOS ANGELES, CA",900 S RECORD AVE,LOS ANGELES,,6506406.833,1830670.645,017-15815-0278,278,15815,CA0190002,EAST LOS ANGELES,N
18372128,10/20/2017 11:50,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","186TH ST & PIONEER BLVD, ARTESIA, CA 90701",186TH ST & PIONEER BLVD,ARTESIA,90701,6536727.5,1772475.875,017-22418-1349,1349,22418,CA0190013,LAKEWOOD,N
18372135,10/20/2017 12:23,AGGRAVATED ASSAULT,58,"ASSAULT, FELONY: ADW, Peace Officer - Hands, Feet, Fist, Etc.","9300 GARVEY AVE, SOUTH EL MONTE, CA 91733",9300 GARVEY AVE,SOUTH EL MONTE,91733,6541602.144,1845371.524,017-12104-0560,560,12104,CA0190005,TEMPLE,N
18372196,10/20/2017 13:05,AGGRAVATED ASSAULT,57,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON",,,,,,,017-04337-5800,5800,4337,CA01900U2,TTCF,N
18372171,10/20/2017 13:20,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","4400 SLAUSON AVE, MAYWOOD, CA 90270",4400 SLAUSON AVE,MAYWOOD,90270,6504968.44,1817639.365,017-15825-0250,250,15825,CA0190002,EAST LOS ANGELES,N
18372313,10/20/2017 15:02,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","12100 ALPINE AVE, LYNWOOD, CA 90262",12100 ALPINE AVE,LYNWOOD,90262,6497266.017,1792843.887,017-16343-2116,2116,16343,CA01900V3,CENTURY,N
18372508,10/20/2017 17:05,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","22500 S VERMONT AVE, TORRANCE, CA",22500 S VERMONT AVE,TORRANCE,,6473413.033,1757660.363,017-11687-1697,1697,11687,CA0190016,CARSON,N
18372367,10/20/2017 17:35,AGGRAVATED ASSAULT,58,"ASSAULT, FELONY: ADW, Peace Officer - Hands, Feet, Fist, Etc.","BAUCHET ST & CELL 40, LOS ANGELES, CA 90012",BAUCHET ST & CELL 40,LOS ANGELES,90012,6491552.344,1844031.951,017-02527-5100,5100,2527,CA0190058,MCJ,N
18372455,10/20/2017 18:40,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","3500 MAGNOLIA AVE, LYNWOOD, CA 90262",3500 MAGNOLIA AVE,LYNWOOD,90262,6499038.349,1792112.911,017-16346-2117,2117,16346,CA01900V3,CENTURY,N
18372558,10/20/2017 18:56,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","15200 AMAR RD, LA PUENTE, CA 91744",15200 AMAR RD,LA PUENTE,91744,6575855.724,1836340.404,017-12982-1432,1432,12982,CA0190014,INDUSTRY,N
18372485,10/20/2017 20:00,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","SOMERSET BLVD & TEXACO AVE, PARAMOUNT, CA 90723",SOMERSET BLVD & TEXACO AVE,PARAMOUNT,90723,6509141.536,1784690.474,017-22453-1364,1364,22453,CA0190013,LAKEWOOD,N
18372494,10/20/2017 20:09,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","9300 & BAUCHET ST, LOS ANGELES, CA 90012",9300 & BAUCHET ST,LOS ANGELES,90012,6491552.344,1844031.951,017-02530-5100,5100,2530,CA0190058,MCJ,N
18372604,10/20/2017 21:30,AGGRAVATED ASSAULT,59,"ASSAULT, AGGRAVATED: CHILD ASSAULT","43100 SIERRA HWY, LANCASTER, CA",43100 SIERRA HWY,LANCASTER,,6521948.492,2065020.195,017-20528-1124,1124,20528,CA0190024,LANCASTER,N
18372984,10/20/2017 21:40,AGGRAVATED ASSAULT,59,"ASSAULT, AGGRAVATED: CHILD ASSAULT","36700 BOXWOOD CT, PALMDALE, CA",36700 BOXWOOD CT,PALMDALE,,6538174.852,2023015.889,017-15382-2603,2603,15382,CA01900W9,PALMDALE,N
18372598,10/20/2017 21:42,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","19100 S GALWAY AVE, CARSON, CA 90746",19100 S GALWAY AVE,CARSON,90746,6481550.828,1770447.977,017-11690-1615,1615,11690,CA0190016,CARSON,N
18372601,10/20/2017 22:10,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","14400 HOMEWARD ST, LA PUENTE, CA 91744",14400 HOMEWARD ST,LA PUENTE,91744,6571275.115,1838825.297,017-12985-1430,1430,12985,CA0190014,INDUSTRY,N
18377113,10/21/2017 0:00,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","UNKNOWN, PICO RIVERA, CA 90660",UNKNOWN,PICO RIVERA,90660,,,017-08233-1515,1515,8233,CA0190015,PICO RIVERA,N
18372747,10/21/2017 2:50,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","6100 ROSEMEAD BLVD, PICO RIVERA, CA",6100 ROSEMEAD BLVD,PICO RIVERA,,6533702.333,1819051.286,017-08116-1513,1513,8116,CA0190015,PICO RIVERA,N
18372746,10/21/2017 4:30,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","2100 REDELL AVE, MONROVIA, CA 91016",2100 REDELL AVE,MONROVIA,91016,6561938.768,1868714.644,017-12134-0582,582,12134,CA0190005,TEMPLE,N
18372959,10/21/2017 10:35,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1900 UPPER CT, PALMDALE, CA 93550",1900 UPPER CT,PALMDALE,93550,6532937.37,2024458.277,017-15377-2603,2603,15377,CA01900W9,PALMDALE,N
18372935,10/21/2017 11:35,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","18000 W GRACE LN, CANYON COUNTRY, CA 91387",18000 W GRACE LN,CANYON COUNTRY,91387,6425938.366,1972681.883,017-14893-0633,633,14893,CA0190006,SANTA CLARITA VALLEY,N
18373001,10/21/2017 12:40,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","10600 MCLAREN ST, NORWALK, CA",10600 MCLAREN ST,NORWALK,,6529201.687,1785906.761,017-15242-0455,455,15242,CA0190004,NORWALK,N
18373038,10/21/2017 15:12,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","1800 E 218TH ST, CARSON, CA",1800 E 218TH ST,CARSON,,6488603.444,1760686.898,017-11704-1628,1628,11704,CA0190016,CARSON,N
18373146,10/21/2017 17:45,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","9400 BALFOUR ST, PICO RIVERA, CA 90660",9400 BALFOUR ST,PICO RIVERA,90660,6535750.744,1817278.586,017-08128-1515,1515,8128,CA0190015,PICO RIVERA,N
18373156,10/21/2017 17:49,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","9200 S BUDLONG AVE, LOS ANGELES, CA",9200 S BUDLONG AVE,LOS ANGELES,,6471988.169,1805414.955,017-09772-0370,370,9772,CA0190003,SOUTH LOS ANGELES,N
18373265,10/21/2017 19:25,AGGRAVATED ASSAULT,57,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON","43600 PARK AVE, LANCASTER, CA",43600 PARK AVE,LANCASTER,,6520013.186,2068315.619,017-20587-1123,1123,20587,CA0190024,LANCASTER,N
18373283,10/21/2017 19:50,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","44500 WATFORD AVE, LANCASTER, CA 93535",44500 WATFORD AVE,LANCASTER,93535,6525745.104,2074248.18,017-20589-1132,1132,20589,CA0190024,LANCASTER,N
18373286,10/21/2017 20:30,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","6 ST & SIMMONS AVE, LOS ANGELES, CA",6 ST & SIMMONS AVE,LOS ANGELES,,6517764.5,1830624.75,017-15890-0286,286,15890,CA0190002,EAST LOS ANGELES,N
18373260,10/21/2017 20:49,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","12400 BLOOMFIELD AVE, NORWALK, CA 90650",12400 BLOOMFIELD AVE,NORWALK,90650,6542300.147,1792916.746,017-15264-0454,454,15264,CA0190004,NORWALK,N
18373306,10/21/2017 21:16,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","4600 CONWELL AVE, COVINA, CA 91722",4600 CONWELL AVE,COVINA,91722,6590459.864,1857824.335,017-05347-0864,864,5347,CA0190008,SAN DIMAS,N
18373302,10/21/2017 21:37,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","3200 DABNEY ST, ALTADENA, CA 91001",3200 DABNEY ST,ALTADENA,91001,6514609.939,1895654.203,017-03011-0771,771,3011,CA0190007,ALTADENA,N
18373333,10/21/2017 22:00,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","25300 SILVER ASPEN WAY, STEVENSON RANCH, CA",25300 SILVER ASPEN WAY,STEVENSON RANCH,,6386708.473,1972580.123,017-14924-0661,661,14924,CA0190006,SANTA CLARITA VALLEY,N
18373352,10/21/2017 23:49,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","97TH ST & NORMANDIE AVE, LOS ANGELES, CA 90044",97TH ST & NORMANDIE AVE,LOS ANGELES,90044,6470603.52,1803498.894,017-09782-0371,371,9782,CA0190003,SOUTH LOS ANGELES,N
18373398,10/22/2017 0:05,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","ALONDRA BLVD & COMPTON BLVD, COMPTON, CA",ALONDRA BLVD & COMPTON BLVD,COMPTON,,,,017-13951-2852,2852,13951,CA0190042,COMPTON,N
18373450,10/22/2017 0:30,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","UNKNOWN, LAKEWOOD, CA",UNKNOWN,LAKEWOOD,,,,017-22534-1322,1322,22534,CA0190013,LAKEWOOD,N
18373395,10/22/2017 0:55,AGGRAVATED ASSAULT,57,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON","3500 & BAUCHET ST, LOS ANGELES, CA 90012",3500 & BAUCHET ST,LOS ANGELES,90012,6491552.344,1844031.951,017-02570-5100,5100,2570,CA0190058,MCJ,N
18373451,10/22/2017 2:00,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","LONGWORTH AVE & SIBLEY ST, NORWALK, CA 90650",LONGWORTH AVE & SIBLEY ST,NORWALK,90650,6533446.242,1784861.011,017-15269-0451,451,15269,CA0190004,NORWALK,N
18373486,10/22/2017 2:00,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","2000 E AVENUE R-4, PALMDALE, CA",2000 E AVENUE R-4,PALMDALE,,6533904.377,2029523.951,017-15410-2608,2608,15410,CA01900W9,PALMDALE,N
18373461,10/22/2017 2:15,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","SILVERADO & VALLE DEL ORO, NEWHALL, CA",SILVERADO & VALLE DEL ORO,NEWHALL,,,,017-14931-0627,627,14931,CA0190006,SANTA CLARITA VALLEY,N
18374033,10/22/2017 2:20,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","97TH ST & NORMANDIE AVE, LOS ANGELES, CA 90044",97TH ST & NORMANDIE AVE,LOS ANGELES,90044,6470603.52,1803498.894,017-09818-0371,371,9818,CA0190003,SOUTH LOS ANGELES,N
18373998,10/22/2017 2:45,AGGRAVATED ASSAULT,59,"ASSAULT, AGGRAVATED: CHILD ASSAULT","4457 BLANCHARD ST, LOS ANGELES, CA 90022",4457 BLANCHARD ST,LOS ANGELES,90022,6510131.919,1839428.147,017-15940-0273,273,15940,CA0190002,EAST LOS ANGELES,N
18373479,10/22/2017 2:46,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","13400 IMPERIAL HWY, NORWALK, CA 90650",13400 IMPERIAL HWY,NORWALK,90650,6547561.036,1792217.717,017-15270-0494,494,15270,CA0190004,NORWALK,N
18373477,10/22/2017 3:00,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","400 W PALMDALE BLVD, PALMDALE, CA",400 W PALMDALE BLVD,PALMDALE,,6520900.679,2034647.777,017-15409-2611,2611,15409,CA01900W9,PALMDALE,N
18374644,10/22/2017 13:00,AGGRAVATED ASSAULT,59,"ASSAULT, AGGRAVATED: CHILD ASSAULT","4600 W 161ST ST, LAWNDALE, CA 90260",4600 W 161ST ST,LAWNDALE,90260,6452846.008,1780442.96,017-09844-0333,333,9844,CA0190003,SOUTH LOS ANGELES,N
18373723,10/22/2017 13:17,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","12300 DEL AMO BLVD, LAKEWOOD, CA 90715",12300 DEL AMO BLVD,LAKEWOOD,90715,6540495.049,1765878.965,017-22561-1328,1328,22561,CA0190013,LAKEWOOD,N
18373749,10/22/2017 13:30,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","ALAMEDA ST & NADEAU ST, LOS ANGELES, CA 90001",ALAMEDA ST & NADEAU ST,LOS ANGELES,90001,6490959.663,1810623.98,017-16412-2173,2173,16412,CA01900V3,CENTURY,N
18373739,10/22/2017 13:45,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","14700 S WILLIAMS AVE, COMPTON, CA 90221",14700 S WILLIAMS AVE,COMPTON,90221,6503920.302,1785817.848,017-13971-2852,2852,13971,CA0190042,COMPTON,N
18373785,10/22/2017 15:34,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","1300 W 102ND ST, LOS ANGELES, CA 90044",1300 W 102ND ST,LOS ANGELES,90044,6470869.498,1802221.005,017-09806-0372,372,9806,CA0190003,SOUTH LOS ANGELES,N
18373834,10/22/2017 17:10,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","LONG BEACH BLVD & PECK ST, COMPTON, CA",LONG BEACH BLVD & PECK ST,COMPTON,,6498361.984,1788181.321,017-13975-2823,2823,13975,CA0190042,COMPTON,N
18373960,10/22/2017 19:45,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","10400 WEAVER ST, S EL MONTE, CA 91733",10400 WEAVER ST,S EL MONTE,91733,6548365.727,1842221.945,017-12180-0560,560,12180,CA0190005,TEMPLE,N
18373977,10/22/2017 20:00,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","8900 ARCADIA AVE, SAN GABRIEL, CA 91775",8900 ARCADIA AVE,SAN GABRIEL,91775,6539288.494,1868261.856,017-12182-0588,588,12182,CA0190005,TEMPLE,N
