LURN_SAK,INCIDENT_DATE,CATEGORY,STAT,STAT_DESC,ADDRESS,STREET,CITY,ZIPCODE,X_COORDINATE,Y_COORDINATE,INCIDENT_ID,REPORTING_DISTRICT,SEQ,UNIT_ID,UNIT_NAME,DELETED
18362951,10/11/2017 21:00,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"300 W PONDERA ST, LANCASTER, CA",300 W PONDERA ST,LANCASTER,,6521766.407,2073608.855,017-19915-1132,1132,19915,CA0190024,LANCASTER,N
18366192,10/14/2017 18:20,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"11000 S VERMONT AVE, LOS ANGELES, CA 90044",11000 S VERMONT AVE,LOS ANGELES,90044,6473052.527,1798880.883,017-09566-0375,375,9566,CA0190003,SOUTH LOS ANGELES,N
18366869,10/15/2017 19:37,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"1300 ATLANTIC BLVD, EAST LOS ANGELES, CA 90022",1300 ATLANTIC BLVD,EAST LOS ANGELES,90022,6513327.769,1827519.12,017-15570-0286,286,15570,CA0190002,EAST LOS ANGELES,N
18367733,10/16/2017 16:10,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"8600 GRAHAM AVE, LOS ANGELES, CA 90002",8600 GRAHAM AVE,LOS ANGELES,90002,6487941.695,1807732.757,017-03183-6016,6016,3183,CA0190031,TRANSIT SERV BUR,N
18369348,10/18/2017 1:40,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"400 W SPRUCE ST, COMPTON, CA",400 W SPRUCE ST,COMPTON,,6491226.504,1786959.019,017-13721-2814,2814,13721,CA0190042,COMPTON,N
18370248,10/18/2017 7:50,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"100 W 132ND ST, LOS ANGELES, CA 90061",100 W 132ND ST,LOS ANGELES,90061,6479145.115,1790701.63,017-80443-2141,2141,80443,CA01900V3,CENTURY,N
18370365,10/18/2017 21:50,CRIMINAL HOMICIDE,12,"CRIMINAL HOMICIDE: MANSLAUGHTER, VOLUNTARY/INVOLUNTARY","BALDWIN AVE & LOWER AZUSA RD, TEMPLE CITY, CA 91780",BALDWIN AVE & LOWER AZUSA RD,TEMPLE CITY,91780,6546862.579,1855393.252,017-12037-0524,524,12037,CA0190005,TEMPLE,N
18371808,10/20/2017 9:57,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"14700 EL CAMINO AVE, PARAMOUNT, CA",14700 EL CAMINO AVE,PARAMOUNT,,6507161.4,1785889.271,017-22401-1363,1363,22401,CA0190013,LAKEWOOD,N
18373253,10/21/2017 19:49,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"18800 ELIZONDO ST, EAST VALINDA, CA",18800 ELIZONDO ST,EAST VALINDA,,6594425.262,1824909.294,017-13014-1443,1443,13014,CA0190014,INDUSTRY,N
18374642,10/23/2017 13:24,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"1/2 MILE N OF 35501 RIDGE RTE RD, CASTAIC, CA 91384",1/2 MILE N OF 35501 RIDGE RTE RD,CASTAIC,91384,,,017-14984-0674,674,14984,CA0190006,SANTA CLARITA VALLEY,N
18378587,10/26/2017 20:52,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"19400 S PRICETOWN AVE, CARSON, CA 90745",19400 S PRICETOWN AVE,CARSON,90745,6486313.936,1769198.63,017-11900-1616,1616,11900,CA0190016,CARSON,N
18386908,11/4/2017 14:20,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"1100 NADEAU ST, LOS ANGELES, CA",1100 NADEAU ST,LOS ANGELES,,6484203.957,1810698.347,017-17167-2172,2172,17167,CA01900V3,CENTURY,N
18387604,11/5/2017 13:34,CRIMINAL HOMICIDE,11,CRIMINAL HOMICIDE: Murder,"8600 SOMERSET BLVD, PARAMOUNT, CA 90723",8600 SOMERSET BLVD,PARAMOUNT,90723,6516481.18,1784918.821,017-23613-1365,1365,23613,CA0190013,LAKEWOOD,N
18364500,10/10/2017 20:30,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","10TH ST W & AVENUE I, LANCASTER, CA",10TH ST W & AVENUE I,LANCASTER,,6517153.635,2078602.922,017-19986-1125,1125,19986,CA0190024,LANCASTER,N
18362018,10/11/2017 3:30,FORCIBLE RAPE,25,"RAPE BY FORCE, MALE 18 AND OVER","400 BAUCHET ST, LOS ANGELES, CA 90012",400 BAUCHET ST,LOS ANGELES,90012,6491680.115,1843985.321,017-01859-5120,5120,1859,CA0190026,INMATE RECEPTION CENTR,N
18363029,10/11/2017 21:15,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","10600 COLIMA RD, WHITTIER, CA 90604",10600 COLIMA RD,WHITTIER,90604,6557022.11,1799388.95,017-14727-0493,493,14727,CA0190004,NORWALK,N
18372705,10/13/2017 8:00,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","23700 VALLE DEL ORO, NEWHALL, CA",23700 VALLE DEL ORO,NEWHALL,,6406575.03,1957991.526,017-14882-0627,627,14882,CA0190006,SANTA CLARITA VALLEY,N
18366496,10/15/2017 5:20,FORCIBLE RAPE,22,"RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","6400 SURFSIDE DR, MALIBU, CA 90265",6400 SURFSIDE DR,MALIBU,90265,6307185.719,1834121.879,017-05926-1012,1012,5926,CA0190022,MALIBU/LOST HILLS,N
18368961,10/16/2017 2:15,FORCIBLE RAPE,23,"RAPE BY FORCE, FEMALE UNDER 18","UNKNOWN, UNKNOWN, CA",UNKNOWN,UNKNOWN,,,,017-05982-1011,1011,5982,CA0190022,MALIBU/LOST HILLS,N
18382770,10/16/2017 10:00,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","200 E COMPTON BLVD, COMPTON, CA 90220",200 E COMPTON BLVD,COMPTON,90220,6493115.658,1784622.159,017-14452-2822,2822,14452,CA0190042,COMPTON,N
18368955,10/16/2017 20:00,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8900 WASHINGTON BLVD, PICO RIVERA, CA 90660",8900 WASHINGTON BLVD,PICO RIVERA,90660,6532198.012,1816260.096,017-08024-1520,1520,8024,CA0190015,PICO RIVERA,N
18371080,10/18/2017 21:00,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","31500 CASTAIC RD, CASTAIC, CA 91384",31500 CASTAIC RD,CASTAIC,91384,6375205.75,2002203.795,017-14808-0674,674,14808,CA0190006,SANTA CLARITA VALLEY,N
18372062,10/20/2017 11:47,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","700 W LAUREL ST, COMPTON, CA",700 W LAUREL ST,COMPTON,,6489974.196,1783119.295,017-13878-2835,2835,13878,CA0190042,COMPTON,N
18372492,10/20/2017 18:00,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","300 W 121ST ST, LOS ANGELES, CA 90061",300 W 121ST ST,LOS ANGELES,90061,6477115.063,1794327.957,017-16347-2140,2140,16347,CA01900V3,CENTURY,N
18377428,10/20/2017 23:30,FORCIBLE RAPE,26,"ATTEMPT RAPE BY FORCE, MALE 18 AND OVER","1100 S GAGE AVE, LOS ANGELES, CA 90023",1100 S GAGE AVE,LOS ANGELES,90023,6505680.246,1829607.955,017-16103-0278,278,16103,CA0190002,EAST LOS ANGELES,N
18373485,10/22/2017 1:50,FORCIBLE RAPE,22,"RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","4100 VIA MARINA, MARINA DEL REY, CA",4100 VIA MARINA,MARINA DEL REY,,6421901.271,1816309.537,017-03003-2760,2760,3003,CA0190065,MARINA DEL REY,N
18374099,10/22/2017 2:15,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069",8900 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,6445084.644,1853409.253,017-05771-0977,977,5771,CA0190009,WEST HOLLYWOOD,N
18381450,10/23/2017 0:00,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","4900 HAYTER AVE, LAKEWOOD, CA 90712",4900 HAYTER AVE,LAKEWOOD,90712,6517360.5,1766963.126,017-23163-1320,1320,23163,CA0190013,LAKEWOOD,N
18374200,10/23/2017 2:30,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","18500 SOLEDAD CANYON RD, CANYON COUNTRY, CA 91351",18500 SOLEDAD CANYON RD,CANYON COUNTRY,91351,6422764.178,1973187.698,017-14963-0612,612,14963,CA0190006,SANTA CLARITA VALLEY,N
18375190,10/23/2017 23:30,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","6300 ROSEMEAD BLVD, SAN GABRIEL, CA 91776",6300 ROSEMEAD BLVD,SAN GABRIEL,91776,6539329.204,1864148.728,017-12221-0588,588,12221,CA0190005,TEMPLE,N
18376167,10/24/2017 5:30,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","HILL DR & KENNYDALE AVE, SOUTH SAN GABRIEL, CA 91770",HILL DR & KENNYDALE AVE,SOUTH SAN GABRIEL,91770,6533781.51,1838796.779,017-12256-0571,571,12256,CA0190005,TEMPLE,N
18377613,10/25/2017 14:45,FORCIBLE RAPE,25,"RAPE BY FORCE, MALE 18 AND OVER","300 121ST ST, LOS ANGELES, CA 90059",300 121ST ST,LOS ANGELES,90059,6480268.026,1794345.911,017-16650-2140,2140,16650,CA01900V3,CENTURY,N
18379622,10/25/2017 15:30,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","11600 SHOEMAKER AVE, WHITTIER, CA 90605",11600 SHOEMAKER AVE,WHITTIER,90605,6544993.79,1795301.696,017-15591-0494,494,15591,CA0190004,NORWALK,N
18383007,10/28/2017 6:30,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2000 N WARD AVE, COMPTON, CA",2000 N WARD AVE,COMPTON,,6499184.915,1789248.329,017-14459-2825,2825,14459,CA0190042,COMPTON,N
18384161,10/30/2017 8:15,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","23600 CALABASAS RD, CALABASAS, CA 91302",23600 CALABASAS RD,CALABASAS,91302,6367404.297,1880122.473,017-06279-2245,2245,6279,CA0190022,MALIBU/LOST HILLS,N
18383254,10/31/2017 16:30,FORCIBLE RAPE,23,"RAPE BY FORCE, FEMALE UNDER 18","8400 TELEGRAPH RD, PICO RIVERA, CA 90660",8400 TELEGRAPH RD,PICO RIVERA,90660,6528038.039,1808654.311,017-08403-1516,1516,8403,CA0190015,PICO RIVERA,N
18383770,10/31/2017 17:00,FORCIBLE RAPE,27,"RAPE BY FORCE, MALE UNDER 18","43600 STANRIDGE AVE, LANCASTER, CA",43600 STANRIDGE AVE,LANCASTER,,6523652.989,2068531.581,017-21312-1192,1192,21312,CA0190024,LANCASTER,N
18383387,10/31/2017 21:08,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","4500 SLAUSON AVE, LOS ANGELES, CA 90043",4500 SLAUSON AVE,LOS ANGELES,90043,6453864.375,1818425.452,017-03102-2767,2767,3102,CA0190065,MARINA DEL REY,N
18385319,11/2/2017 7:15,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","43800 10TH ST W, LANCASTER, CA",43800 10TH ST W,LANCASTER,,6517540.29,2069505.025,017-21414-1123,1123,21414,CA0190024,LANCASTER,N
18386592,11/4/2017 0:00,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","44400 15TH ST E, LANCASTER, CA",44400 15TH ST E,LANCASTER,,6531020.785,2074050.199,017-21499-1125,1125,21499,CA0190024,LANCASTER,N
18386679,11/4/2017 0:35,FORCIBLE RAPE,21,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1500 S ATLANTIC AVE E, COMPTON, CA 90221",1500 S ATLANTIC AVE E,COMPTON,90221,6503145.238,1779648.741,017-14639-2847,2847,14639,CA0190042,COMPTON,N
18388225,11/6/2017 8:30,FORCIBLE RAPE,22,"RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","12200 WALDORF DR, LYNWOOD, CA",12200 WALDORF DR,LYNWOOD,,6502559.501,1790661.478,017-17247-2117,2117,17247,CA01900V3,CENTURY,N
18391127,11/8/2017 11:30,FORCIBLE RAPE,22,"RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","PALM AVE & SANTA MONICA BLVD, WEST HOLLYWOOD, CA",PALM AVE & SANTA MONICA BLVD,WEST HOLLYWOOD,,6445728.445,1853999.04,017-06147-0977,977,6147,CA0190009,WEST HOLLYWOOD,N
18361033,10/10/2017 8:40,ROBBERY,41,"ROBBERY, STRONG-ARM: Highway, Etc.","MARIANA ST & TRIGGS ST, COMMERCE, CA",MARIANA ST & TRIGGS ST,COMMERCE,,6508367.138,1827744.917,917-15273-0241,241,15273,CA0190002,EAST LOS ANGELES,N
18361256,10/10/2017 11:13,ROBBERY,44,"ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","100 E WOODBURY RD, ALTADENA, CA 91001",100 E WOODBURY RD,ALTADENA,91001,6516287.636,1889158.316,917-02891-0774,774,2891,CA0190007,ALTADENA,N
18361491,10/10/2017 15:12,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","MYRRH ST & SANTA FE AVE, COMPTON, CA",MYRRH ST & SANTA FE AVE,COMPTON,,6496079.529,1783261.155,917-13303-2843,2843,13303,CA0190042,COMPTON,N
18361680,10/10/2017 15:30,ROBBERY,42,"ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","21900 S AVALON BLVD, CARSON, CA",21900 S AVALON BLVD,CARSON,,6481697.674,1759996.75,017-11291-1628,1628,11291,CA0190016,CARSON,N
18361575,10/10/2017 16:30,ROBBERY,41,"ROBBERY, STRONG-ARM: Highway, Etc.","COMPTON BLVD & LONG BEACH BLVD, COMPTON, CA",COMPTON BLVD & LONG BEACH BLVD,COMPTON,,6498551.538,1784613.379,917-13310-2826,2826,13310,CA0190042,COMPTON,N
18361679,10/10/2017 17:40,ROBBERY,37,"ROBBERY, WEAPON: Other","10 ST E & E AVE R4, PALMDALE, CA 93550",10 ST E & E AVE R4,PALMDALE,93550,6528049.104,2029486.512,917-14840-2612,2612,14840,CA01900W9,PALMDALE,N
18361724,10/10/2017 19:30,ROBBERY,44,"ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","400 EL SEGUNDO BLVD, LOS ANGELES, CA",400 EL SEGUNDO BLVD,LOS ANGELES,,6481122.533,1792157.853,917-15810-2140,2140,15810,CA01900V3,CENTURY,N
18361728,10/10/2017 20:00,ROBBERY,41,"ROBBERY, STRONG-ARM: Highway, Etc.","8200 SUNSET BLVD, WEST HOLLYWOOD, CA",8200 SUNSET BLVD,WEST HOLLYWOOD,,6449897.717,1857864.813,917-05524-0987,987,5524,CA0190009,WEST HOLLYWOOD,N
18361775,10/10/2017 20:30,ROBBERY,37,"ROBBERY, WEAPON: Other","218TH ST & MAIN ST, CARSON, CA 90745",218TH ST & MAIN ST,CARSON,90745,6477331.498,1760823.743,917-11299-1618,1618,11299,CA0190016,CARSON,N
18361815,10/10/2017 21:50,ROBBERY,31,"ROBBERY, WEAPON: Highway, Etc.","FLORENCE AVE & PACIFIC BLVD, HUNTINGTON PARK, CA 90255",FLORENCE AVE & PACIFIC BLVD,HUNTINGTON PARK,90255,6493381.208,1813070.569,917-15815-2178,2178,15815,CA01900V3,CENTURY,N
18361838,10/10/2017 22:45,ROBBERY,31,"ROBBERY, WEAPON: Highway, Etc.","112TH ST & INGLEWOOD AVE, LENNOX, CA",112TH ST & INGLEWOOD AVE,LENNOX,,6452064.5,1798118.25,917-09426-0382,382,9426,CA0190003,SOUTH LOS ANGELES,N
18361853,10/10/2017 23:23,ROBBERY,37,"ROBBERY, WEAPON: Other","5400 BEVERLY BLVD, LOS ANGELES, CA",5400 BEVERLY BLVD,LOS ANGELES,,6462543.037,1850216.471,917-15318-0285,285,15318,CA0190002,EAST LOS ANGELES,N
18362163,10/11/2017 3:45,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","4300 ELIZABETH ST, CUDAHY, CA",4300 ELIZABETH ST,CUDAHY,,6503623.106,1809271.568,917-15334-0261,261,15334,CA0190002,EAST LOS ANGELES,N
18362013,10/11/2017 6:21,ROBBERY,33,"ROBBERY, WEAPON: Service Station","1500 FIRESTONE BLVD, LOS ANGELES, CA",1500 FIRESTONE BLVD,LOS ANGELES,,6486790.1,1807900.502,917-15834-2174,2174,15834,CA01900V3,CENTURY,N
18362110,10/11/2017 8:45,ROBBERY,42,"ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11500 LONG BEACH BLVD, LYNWOOD, CA 90262",11500 LONG BEACH BLVD,LYNWOOD,90262,6498068.247,1794789.576,917-15841-2112,2112,15841,CA01900V3,CENTURY,N
18362760,10/11/2017 10:00,ROBBERY,38,"ROBBERY, WEAPON: Carjacking","43400 32ND ST W, LANCASTER, CA",43400 32ND ST W,LANCASTER,,6505145.399,2066687.425,917-19907-1182,1182,19907,CA0190024,LANCASTER,N
18362402,10/11/2017 12:25,ROBBERY,42,"ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","600 W COMPTON BLVD, COMPTON, CA",600 W COMPTON BLVD,COMPTON,,6490466.373,1784682.362,917-13357-2813,2813,13357,CA0190042,COMPTON,N
18362452,10/11/2017 13:36,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","700 S ACACIA AVE, COMPTON, CA 90220",700 S ACACIA AVE,COMPTON,90220,6493153.583,1782258.976,917-13359-2835,2835,13359,CA0190042,COMPTON,N
18362539,10/11/2017 14:18,ROBBERY,34,"ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","44200 SIERRA HWY, LANCASTER, CA",44200 SIERRA HWY,LANCASTER,,6520951.984,2072558.179,917-19893-1123,1123,19893,CA0190024,LANCASTER,N
18363017,10/11/2017 16:30,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","12TH ST W & COMMERCE CENTER DR, LANCASTER, CA",12TH ST W & COMMERCE CENTER DR,LANCASTER,,6515898.797,2067075.823,917-19917-1126,1126,19917,CA0190024,LANCASTER,N
18362894,10/11/2017 20:00,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","14700 PRAIRIE AVE, LAWNDALE, CA",14700 PRAIRIE AVE,LAWNDALE,,6457299.082,1785312.84,917-09467-0331,331,9467,CA0190003,SOUTH LOS ANGELES,N
18362981,10/11/2017 21:47,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","GARFIELD AVE & PETROL ST, PARAMOUNT, CA 90723",GARFIELD AVE & PETROL ST,PARAMOUNT,90723,6510434.242,1785345.882,917-21721-1364,1364,21721,CA0190013,LAKEWOOD,N
18363095,10/12/2017 1:05,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","30100 AGOURA RD, AGOURA HILLS, CA",30100 AGOURA RD,AGOURA HILLS,,6325900.272,1875796.391,917-05873-2224,2224,5873,CA0190022,MALIBU/LOST HILLS,N
18365295,10/12/2017 3:00,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","700 WEST AVENUE K 4, LANCASTER, CA 93534",700 WEST AVENUE K 4,LANCASTER,93534,6526771.195,2066635.092,017-20029-1124,1124,20029,CA0190024,LANCASTER,N
18364339,10/12/2017 16:10,ROBBERY,37,"ROBBERY, WEAPON: Other","SANTA FE AVE & WASHINGTON ST, CARSON, CA",SANTA FE AVE & WASHINGTON ST,CARSON,,6495859.491,1761479.875,917-11390-1622,1622,11390,CA0190016,CARSON,N
18364387,10/12/2017 19:07,ROBBERY,38,"ROBBERY, WEAPON: Carjacking","4700 E COMPTON BLVD, COMPTON, CA",4700 E COMPTON BLVD,COMPTON,,6503843.379,1784592.681,917-13436-2852,2852,13436,CA0190042,COMPTON,N
18364435,10/12/2017 19:53,ROBBERY,38,"ROBBERY, WEAPON: Carjacking","600 TWINBERRY LN, LANCASTER, CA",600 TWINBERRY LN,LANCASTER,,6518534.845,2083518.352,017-19981-1121,1121,19981,CA0190024,LANCASTER,N
18364668,10/13/2017 4:20,ROBBERY,48,"ROBBERY, STRONG-ARM: Carjacking","17300 E TEMPLE AVE, EAST VALINDA, CA",17300 E TEMPLE AVE,EAST VALINDA,,6586790.458,1830471.051,917-12639-1442,1442,12639,CA0190014,INDUSTRY,N
18365112,10/13/2017 11:45,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","2300 117TH ST, LOS ANGELES, CA 90059",2300 117TH ST,LOS ANGELES,90059,6491631.382,1795953.227,917-15975-2136,2136,15975,CA01900V3,CENTURY,N
18365513,10/13/2017 19:08,ROBBERY,48,"ROBBERY, STRONG-ARM: Carjacking","12800 S AVALON BLVD, LOS ANGELES, CA 90061",12800 S AVALON BLVD,LOS ANGELES,90061,6481106.901,1791818.491,017-15995-2141,2141,15995,CA01900V3,CENTURY,N
18365540,10/13/2017 20:30,ROBBERY,42,"ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","400 E PALMDALE BLVD, PALMDALE, CA",400 E PALMDALE BLVD,PALMDALE,,6524851.241,2033223.77,917-15028-2610,2610,15028,CA01900W9,PALMDALE,N
18365548,10/13/2017 21:00,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1700 W AVENUE K, LANCASTER, CA",1700 W AVENUE K,LANCASTER,,6513015.002,2067912.709,917-20046-1126,1126,20046,CA0190024,LANCASTER,N
18365495,10/13/2017 21:25,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","4800 W 104TH ST, LENNOX, CA 90304",4800 W 104TH ST,LENNOX,90304,6451701.143,1801355.398,917-09530-0380,380,9530,CA0190003,SOUTH LOS ANGELES,N
18365596,10/13/2017 22:00,ROBBERY,38,"ROBBERY, WEAPON: Carjacking","11200 RAYMOND AVE, LOS ANGELES, CA",11200 RAYMOND AVE,LOS ANGELES,,6471246.283,1797725.463,917-09536-0375,375,9536,CA0190003,SOUTH LOS ANGELES,N
18365675,10/13/2017 23:55,ROBBERY,41,"ROBBERY, STRONG-ARM: Highway, Etc.","LONG BEACH BLVD & WISCONSIN AVE, LYNWOOD, CA 90262",LONG BEACH BLVD & WISCONSIN AVE,LYNWOOD,90262,6496283.073,1801893.974,917-16003-2112,2112,16003,CA01900V3,CENTURY,N
18365722,10/14/2017 3:40,ROBBERY,48,"ROBBERY, STRONG-ARM: Carjacking","1500 S LONG BEACH BLVD, COMPTON, CA",1500 S LONG BEACH BLVD,COMPTON,,6499456.661,1779460.272,017-13505-2853,2853,13505,CA0190042,COMPTON,N
18365858,10/14/2017 4:45,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","1500 S BENTLEY AVE, COMPTON, CA 90220",1500 S BENTLEY AVE,COMPTON,90220,6494165.961,1779551.527,017-13511-2844,2844,13511,CA0190042,COMPTON,N
18365758,10/14/2017 6:15,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","9200 ALONDRA BLVD, BELLFLOWER, CA 90706",9200 ALONDRA BLVD,BELLFLOWER,90706,6519810.922,1782105.347,917-21933-1332,1332,21933,CA0190013,LAKEWOOD,N
18366031,10/14/2017 14:42,ROBBERY,37,"ROBBERY, WEAPON: Other","900 S LONG BEACH BLVD, COMPTON, CA 90221",900 S LONG BEACH BLVD,COMPTON,90221,6498808.556,1781924.355,917-13522-2844,2844,13522,CA0190042,COMPTON,N
18366049,10/14/2017 14:42,ROBBERY,45,"ROBBERY, STRONG-ARM: Residence","8600 OLNEY ST, ROSEMEAD, CA 91770",8600 OLNEY ST,ROSEMEAD,91770,6537190.288,1848815.4,917-11864-0530,530,11864,CA0190005,TEMPLE,N
18366063,10/14/2017 15:30,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","100 E HUNTINGTON DR, DUARTE, CA 91010",100 E HUNTINGTON DR,DUARTE,91010,,,017-11866-0541,541,11866,CA0190005,TEMPLE,N
18366201,10/14/2017 18:45,ROBBERY,37,"ROBBERY, WEAPON: Other","5600 WHITTIER BLVD, LOS ANGELES, CA",5600 WHITTIER BLVD,LOS ANGELES,,6516105.694,1828946.985,017-15524-0242,242,15524,CA0190002,EAST LOS ANGELES,N
18372022,10/14/2017 19:00,ROBBERY,41,"ROBBERY, STRONG-ARM: Highway, Etc.","100 S LONG BEACH BLVD, COMPTON, CA 90221",100 S LONG BEACH BLVD,COMPTON,90221,6498429.883,1784261.982,917-13874-2843,2843,13874,CA0190042,COMPTON,N
18366268,10/14/2017 20:30,ROBBERY,37,"ROBBERY, WEAPON: Other","INDIGO ST & TAMARIND AVE, COMPTON, CA",INDIGO ST & TAMARIND AVE,COMPTON,,6494373.442,1782915.136,917-13534-2840,2840,13534,CA0190042,COMPTON,N
18366271,10/14/2017 21:30,ROBBERY,37,"ROBBERY, WEAPON: Other","800 S LONG BEACH BLVD, COMPTON, CA 90221",800 S LONG BEACH BLVD,COMPTON,90221,6498906.502,1782030.166,917-13535-2846,2846,13535,CA0190042,COMPTON,N
18366302,10/14/2017 22:00,ROBBERY,37,"ROBBERY, WEAPON: Other","1300 W 107TH ST, LOS ANGELES, CA",1300 W 107TH ST,LOS ANGELES,,6470944.541,1800309.708,017-09568-0375,375,9568,CA0190003,SOUTH LOS ANGELES,N
18366365,10/14/2017 23:30,ROBBERY,37,"ROBBERY, WEAPON: Other","2400 MOUNTAIN AVE, DUARTE, CA 91010",2400 MOUNTAIN AVE,DUARTE,91010,6564353.736,1865993.19,917-11881-0583,583,11881,CA0190005,TEMPLE,N
18366342,10/15/2017 0:30,ROBBERY,37,"ROBBERY, WEAPON: Other","2400 MOUNTAIN AVE, DUARTE, CA 91010",2400 MOUNTAIN AVE,DUARTE,91010,6564353.736,1865993.19,917-11878-0583,583,11878,CA0190005,TEMPLE,N
18366411,10/15/2017 3:11,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","4300 E COMPTON BLVD, COMPTON, CA",4300 E COMPTON BLVD,COMPTON,,6502474.073,1784713.599,917-13543-2851,2851,13543,CA0190042,COMPTON,N
18366609,10/15/2017 4:50,ROBBERY,41,"ROBBERY, STRONG-ARM: Highway, Etc.","BROADWAY & SEVILLE AVE, HUNTINGTON PARK, CA 90255",BROADWAY & SEVILLE AVE,HUNTINGTON PARK,90255,6494234.462,1810223.892,917-16059-2178,2178,16059,CA01900V3,CENTURY,N
18366478,10/15/2017 6:20,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","3800 WHITTIER BLVD, LOS ANGELES, CA 90022",3800 WHITTIER BLVD,LOS ANGELES,90022,6504254.934,1831165.222,917-15547-0278,278,15547,CA0190002,EAST LOS ANGELES,N
18366507,10/15/2017 9:00,ROBBERY,37,"ROBBERY, WEAPON: Other","LONG BEACH BLVD & NORTON AVE, LYNWOOD, CA",LONG BEACH BLVD & NORTON AVE,LYNWOOD,,6497279.408,1798147.808,017-16052-2111,2111,16052,CA01900V3,CENTURY,N
